Moisture,Texture,Crop,Nitrogen,Potassium,Phosphorus,pH,EC_dS_m,Organic_Matter_%,Iron_ppm,Zinc_ppm,Manganese_ppm,Copper_ppm,Boron_ppm
28.97,Red,Pulses,37,2,2,6.1,0.87,2.18,3.44,1.51,2.94,1.0,0.45
43.02,Sandy,Sugarcane,24,0,25,6.64,1.3,1.36,2.6,1.72,2.62,0.22,0.69
25.48,Clayey,Sugarcane,11,2,34,5.94,0.8,2.56,4.09,0.9,3.6,1.03,0.91
56.33,Clayey,Ground Nuts,11,4,7,6.13,1.71,2.9,4.43,0.64,2.29,0.53,0.59
23.88,Red,Cotton,10,7,33,7.4,0.58,1.65,3.18,1.0,1.63,0.89,0.35
59.93,Clayey,Sugarcane,38,3,2,7.46,1.73,2.17,2.68,0.94,1.84,0.82,0.91
56.37,Clayey,Paddy,37,0,0,6.44,1.36,3.62,3.26,1.18,2.49,0.64,0.49
42.22,Clayey,Sugarcane,3,13,18,7.37,0.7,2.35,5.22,0.9,2.72,0.95,0.78
48.57,Red,Oil seeds,8,3,37,6.73,1.27,3.29,2.83,1.01,4.42,1.16,0.46
52.64,Loamy,Maize,5,10,26,6.26,0.85,3.61,4.72,1.86,2.45,0.52,0.44
38.91,Black,Barley,8,11,31,6.99,0.92,3.73,3.09,1.0,1.61,0.95,0.71
38.56,Clayey,Tobacco,13,0,39,6.92,0.96,3.54,3.28,1.68,4.23,0.51,0.33
40.02,Black,Sugarcane,42,0,1,7.48,0.5,2.03,4.07,1.44,4.54,1.05,0.89
32.65,Sandy,Millets,11,0,45,6.25,1.98,3.7,2.9,1.01,3.22,0.64,0.51
63.53,Red,Ground Nuts,28,0,16,6.94,0.45,3.31,3.19,1.73,2.5,0.65,0.22
21.2,Loamy,Barley,14,0,41,5.89,1.46,3.38,3.9,1.39,4.2,0.97,0.44
22.22,Clayey,Maize,25,2,15,5.99,0.99,1.24,3.82,0.51,1.53,0.7,0.83
43.19,Sandy,Pulses,36,4,0,5.81,1.43,3.68,5.5,0.6,4.73,0.47,0.89
40.37,Clayey,Cotton,38,2,0,7.5,0.97,3.22,2.8,1.63,4.53,1.2,0.65
30.6,Red,Tobacco,20,0,23,7.16,1.48,3.2,5.94,1.17,3.41,0.82,0.44
44.25,Clayey,Ground Nuts,36,0,1,7.14,1.57,1.41,5.76,1.11,2.47,0.85,0.62
25.55,Sandy,Cotton,3,2,29,6.67,1.5,1.8,5.56,0.72,1.61,0.85,0.87
66.27,Red,Barley,10,7,29,6.31,0.58,3.7,3.74,0.74,5.0,1.08,0.45
20.0,Red,Wheat,5,13,21,6.06,1.45,2.5,5.79,1.7,4.17,0.38,0.51
41.24,Clayey,Paddy,8,3,31,6.28,0.85,2.23,3.23,1.74,2.69,0.26,0.63
33.2,Red,Pulses,12,0,41,6.44,0.45,3.38,3.0,1.34,1.57,0.59,0.91
53.62,Loamy,Millets,11,0,39,7.09,1.06,1.43,2.68,0.94,3.74,0.76,0.67
24.44,Sandy,Tobacco,9,0,10,6.72,1.09,2.28,6.26,1.9,4.95,0.49,0.37
53.05,Red,Oil seeds,7,3,33,5.93,1.15,2.18,3.73,1.44,3.97,0.89,0.27
70.0,Sandy,Maize,16,0,34,5.83,1.53,2.11,6.17,1.69,1.79,0.27,0.28
58.11,Red,Barley,9,5,24,5.97,0.89,2.0,3.59,0.5,2.91,0.99,0.96
39.22,Loamy,Cotton,25,1,20,6.5,0.9,1.75,6.13,1.18,1.88,0.92,0.86
37.18,Black,Pulses,22,1,23,7.39,0.5,1.65,6.12,1.81,4.69,0.41,0.81
43.35,Black,Paddy,25,0,19,6.88,1.5,2.87,6.19,1.01,2.66,0.5,0.6
42.99,Loamy,Millets,39,0,4,7.16,1.31,3.59,4.48,1.59,4.07,1.01,0.74
26.59,Red,Pulses,7,0,39,6.59,0.96,2.52,5.96,1.49,1.8,0.97,0.3
25.22,Sandy,Pulses,36,4,0,6.41,1.53,1.97,6.3,0.73,1.95,1.01,0.7
48.99,Sandy,Sugarcane,36,0,3,5.98,1.26,1.61,3.8,1.66,3.88,0.52,0.85
28.21,Red,Pulses,16,4,40,7.29,1.15,3.36,4.18,0.67,4.45,1.17,0.25
43.11,Sandy,Barley,10,12,13,7.13,1.22,3.73,5.38,1.59,2.21,0.92,0.44
57.65,Sandy,Barley,11,0,17,6.09,1.42,2.11,3.7,1.99,2.96,0.27,0.29
32.1,Clayey,Barley,28,4,25,6.67,1.46,1.96,5.52,1.94,3.67,0.68,0.41
56.45,Sandy,Pulses,6,4,29,6.63,0.86,2.76,2.8,1.7,4.29,0.86,0.82
48.86,Red,Millets,14,2,29,6.86,0.63,3.22,4.59,1.3,3.7,0.37,0.47
64.72,Sandy,Ground Nuts,7,1,14,7.41,0.65,2.38,2.99,1.51,1.83,1.1,0.75
36.89,Black,Pulses,13,0,34,6.79,1.42,2.84,3.67,1.59,3.4,0.95,0.82
33.57,Clayey,Sugarcane,9,10,32,6.72,1.8,3.06,3.53,0.51,4.6,0.28,0.85
28.19,Clayey,Tobacco,22,0,24,5.89,1.06,3.7,5.86,0.65,4.54,1.11,0.9
63.03,Black,Millets,5,6,31,5.91,0.67,1.63,3.27,1.4,3.55,0.6,0.68
32.08,Red,Maize,9,0,11,6.12,1.61,3.79,5.73,0.51,4.98,0.65,0.42
35.94,Black,Maize,12,4,38,5.86,1.73,2.22,5.68,1.86,1.87,0.98,0.32
44.05,Black,Barley,13,3,13,7.06,1.81,3.08,4.5,1.23,3.18,0.84,0.6
43.69,Loamy,Sugarcane,21,0,25,7.03,1.37,2.69,3.44,0.89,4.21,0.64,0.28
32.72,Black,Millets,9,6,26,6.03,1.78,2.47,3.41,1.09,1.99,0.46,0.93
42.68,Clayey,Maize,14,0,31,7.22,0.42,3.01,4.36,1.78,4.9,0.72,0.55
62.07,Black,Paddy,13,0,42,6.06,0.57,2.23,2.54,1.89,2.74,0.78,0.9
40.45,Loamy,Barley,11,0,16,6.31,0.55,1.53,4.63,0.67,2.73,0.83,0.77
29.3,Black,Oil seeds,10,2,37,6.22,1.54,2.47,6.31,1.67,2.25,0.81,0.89
49.05,Loamy,Barley,1,19,19,6.43,0.51,2.56,3.12,1.37,2.51,0.82,0.91
69.64,Black,Tobacco,15,0,44,6.23,1.19,1.72,4.79,1.38,3.52,0.68,0.24
61.58,Black,Tobacco,7,0,11,6.63,1.16,3.63,6.35,1.67,3.0,0.76,0.78
42.68,Clayey,Wheat,26,0,14,6.49,0.9,1.79,5.94,0.83,2.18,0.49,0.38
33.3,Sandy,Wheat,13,0,10,7.48,1.79,2.26,5.9,1.3,4.33,0.36,0.99
64.7,Clayey,Wheat,35,3,4,5.9,0.67,1.6,5.79,0.98,1.72,0.81,0.82
35.37,Red,Tobacco,36,2,0,6.04,0.96,2.59,3.74,0.64,4.42,0.25,0.2
37.33,Loamy,Barley,10,4,32,5.89,1.64,2.0,6.06,0.66,2.46,0.27,0.94
31.93,Sandy,Oil seeds,1,20,19,6.86,0.45,2.47,6.27,0.7,3.24,0.45,0.43
34.93,Clayey,Paddy,10,0,36,5.89,1.48,1.78,4.48,1.42,2.83,0.39,0.53
30.38,Red,Oil seeds,10,3,37,7.22,1.71,1.34,3.92,0.66,3.5,0.57,0.69
37.03,Red,Paddy,22,0,28,6.67,1.89,3.23,4.16,1.36,4.29,0.57,0.93
35.75,Loamy,Paddy,11,7,31,6.7,1.8,2.87,3.84,1.38,4.96,0.32,0.94
42.8,Loamy,Millets,16,0,14,6.75,0.91,2.09,3.35,1.86,2.57,0.45,0.65
56.1,Black,Ground Nuts,41,0,0,6.09,1.34,1.32,4.97,1.44,3.44,0.2,0.45
59.6,Red,Millets,14,15,18,6.14,0.52,3.45,4.75,1.98,3.13,0.55,0.42
41.09,Loamy,Cotton,5,19,19,6.34,0.81,1.64,4.35,0.55,5.0,1.0,0.49
67.51,Clayey,Pulses,11,13,19,6.81,0.55,3.62,2.88,1.56,4.33,0.47,0.34
42.99,Clayey,Tobacco,41,0,0,6.16,0.9,2.44,5.69,0.54,2.89,0.84,0.74
20.0,Loamy,Paddy,6,6,28,6.0,1.8,2.09,3.2,1.59,3.17,0.3,0.62
67.74,Sandy,Sugarcane,2,7,27,7.45,0.96,3.13,2.96,1.08,2.36,0.21,0.82
52.21,Clayey,Wheat,21,3,25,5.84,1.3,3.48,4.99,1.42,4.14,0.7,0.28
52.04,Clayey,Ground Nuts,13,11,27,7.16,1.09,2.16,4.09,0.96,4.46,0.66,0.52
61.5,Black,Maize,18,4,40,7.14,1.13,2.26,2.74,0.74,4.88,0.39,0.39
35.98,Black,Oil seeds,15,3,44,6.31,1.95,2.33,3.92,1.59,3.48,0.49,0.63
70.0,Red,Cotton,6,14,12,6.03,0.87,3.6,5.59,1.86,3.85,0.23,0.57
20.0,Red,Paddy,15,2,38,6.05,1.4,3.0,4.96,0.78,3.06,1.0,0.56
53.73,Sandy,Pulses,9,8,12,6.99,1.07,1.84,3.95,1.88,3.63,0.5,0.45
40.03,Clayey,Cotton,15,1,13,6.89,0.5,1.68,3.27,0.71,2.72,0.42,0.78
48.79,Black,Sugarcane,42,0,1,7.13,1.18,1.8,5.03,1.6,4.08,1.0,0.59
36.56,Sandy,Cotton,8,11,27,7.39,1.7,1.89,6.05,1.94,1.58,0.24,0.36
51.42,Red,Ground Nuts,1,17,16,6.98,0.56,1.8,5.09,0.72,1.6,0.48,0.64
26.84,Loamy,Ground Nuts,41,0,0,6.06,0.51,2.91,5.75,1.15,4.01,0.46,0.68
42.94,Loamy,Tobacco,40,2,0,6.21,0.65,1.5,4.59,1.01,4.76,0.46,0.22
69.38,Sandy,Millets,5,9,31,7.23,1.62,2.21,5.37,1.08,3.71,0.21,0.36
51.26,Clayey,Maize,12,12,33,6.16,1.56,2.83,6.08,1.63,4.04,1.13,0.39
35.3,Clayey,Cotton,5,2,11,5.92,1.3,1.96,5.59,1.49,4.38,1.06,0.4
70.0,Red,Tobacco,4,0,6,7.0,1.15,1.37,6.14,1.95,2.77,0.61,0.39
20.0,Black,Oil seeds,15,1,35,6.48,1.82,1.41,4.22,0.78,1.88,0.65,0.42
65.76,Red,Cotton,26,0,19,7.36,1.63,1.53,6.12,1.31,4.77,0.72,0.41
37.9,Clayey,Millets,35,0,0,6.91,1.7,3.37,4.99,1.17,4.78,0.68,0.91
44.59,Sandy,Cotton,37,0,3,5.95,1.7,2.91,5.98,1.88,3.05,0.98,0.46
29.61,Clayey,Tobacco,34,1,4,7.41,1.43,1.37,2.66,0.52,2.26,0.69,0.48
41.47,Red,Barley,33,0,0,6.24,1.13,2.22,5.13,1.98,4.62,0.39,0.41
29.2,Red,Millets,15,0,35,6.37,1.78,1.92,5.89,1.22,3.98,0.32,0.97
35.26,Loamy,Barley,43,2,0,6.48,1.88,2.7,3.2,1.44,1.53,1.12,0.63
58.73,Black,Maize,11,4,5,5.89,0.44,2.56,5.15,1.04,1.88,0.25,0.69
34.01,Clayey,Barley,5,3,30,6.64,0.48,2.45,5.8,1.78,4.94,1.1,0.79
34.45,Loamy,Paddy,8,3,9,6.01,1.93,2.02,3.65,1.34,1.63,0.89,0.47
51.48,Clayey,Pulses,10,4,37,6.48,0.84,1.56,4.12,1.49,2.49,0.6,0.98
34.91,Loamy,Millets,9,9,29,6.4,1.8,3.13,4.78,1.47,3.42,0.39,0.32
20.39,Red,Millets,7,0,37,7.11,1.02,3.49,4.58,1.05,2.15,0.51,0.57
62.25,Sandy,Paddy,5,0,13,7.17,0.59,3.65,2.66,0.61,2.31,0.73,0.32
37.12,Sandy,Millets,45,0,0,6.06,0.53,1.35,2.89,1.71,2.74,0.86,0.83
40.11,Black,Ground Nuts,40,0,0,6.42,0.65,3.12,2.9,0.93,2.44,0.89,0.29
28.97,Black,Maize,33,0,0,6.43,0.8,3.09,3.55,1.77,4.31,0.65,0.64
67.27,Red,Cotton,16,2,35,6.06,1.18,3.66,3.48,1.41,3.25,0.57,0.28
57.5,Black,Tobacco,15,9,11,7.16,1.52,1.86,5.47,1.03,2.48,0.97,0.56
54.52,Clayey,Oil seeds,11,5,31,7.0,1.98,3.13,4.79,1.39,2.6,1.13,0.42
30.77,Black,Wheat,20,4,17,6.12,1.11,1.34,5.56,1.47,1.64,1.11,0.92
64.54,Sandy,Maize,7,11,18,6.42,1.23,2.84,2.78,1.56,1.67,0.75,0.24
33.12,Black,Maize,8,4,25,5.98,1.23,2.11,4.44,1.73,4.01,0.28,0.72
31.61,Clayey,Tobacco,41,0,0,6.87,1.26,3.2,3.8,0.74,1.9,0.27,0.76
46.53,Red,Oil seeds,37,0,0,6.01,1.23,3.44,5.9,1.92,3.17,0.6,0.91
43.66,Loamy,Maize,34,0,0,7.48,0.41,2.15,5.33,1.12,4.45,0.93,0.9
27.49,Clayey,Pulses,9,0,9,7.13,0.4,2.57,5.98,1.79,2.79,0.7,0.98
56.68,Clayey,Wheat,8,4,10,6.46,0.56,1.51,2.69,0.83,2.71,0.83,0.4
49.4,Clayey,Pulses,9,1,33,6.78,0.56,2.28,5.38,0.54,4.56,1.04,0.42
38.46,Red,Paddy,40,1,3,7.35,1.53,2.14,4.66,1.36,4.53,0.24,0.52
33.81,Sandy,Cotton,35,3,0,6.74,0.73,1.68,5.8,0.99,4.58,1.12,0.63
43.95,Loamy,Maize,11,1,10,6.1,1.83,3.53,4.53,1.98,3.5,0.53,0.49
33.33,Clayey,Sugarcane,17,0,24,6.44,1.89,1.59,4.66,0.66,4.83,0.25,0.79
70.0,Black,Ground Nuts,9,2,6,7.23,1.96,2.85,2.71,0.57,4.37,1.04,0.21
31.33,Sandy,Wheat,15,20,12,6.9,1.9,3.51,5.17,0.57,2.95,1.13,0.21
44.93,Black,Barley,13,4,36,6.91,0.84,3.57,3.59,0.83,3.7,0.97,0.77
45.61,Red,Maize,20,0,18,7.27,1.22,3.26,2.58,1.37,1.93,1.0,0.91
24.22,Loamy,Cotton,4,4,29,7.32,0.68,1.66,2.77,1.26,3.43,1.07,0.82
28.15,Red,Paddy,41,3,2,7.36,1.69,3.33,6.33,1.03,2.42,0.72,0.29
55.13,Clayey,Ground Nuts,12,3,9,5.96,1.82,1.92,3.88,0.63,2.49,0.88,0.95
43.06,Loamy,Millets,36,1,0,6.73,1.76,3.6,5.97,0.85,1.94,0.49,0.62
39.15,Loamy,Barley,18,4,41,7.06,1.09,3.04,6.34,0.78,2.75,0.45,0.79
39.47,Clayey,Pulses,25,0,15,7.09,1.61,3.24,6.27,1.62,3.18,0.81,0.36
61.95,Red,Pulses,11,0,17,6.83,0.56,1.42,6.03,1.67,3.6,0.93,0.64
50.47,Loamy,Oil seeds,14,2,40,6.08,0.46,2.72,6.08,1.67,2.57,0.6,0.46
40.31,Red,Oil seeds,43,2,0,7.16,1.61,3.33,3.66,1.95,4.27,0.6,0.98
23.75,Red,Oil seeds,8,1,11,7.02,1.08,3.44,3.11,1.83,3.32,1.15,0.58
49.8,Clayey,Oil seeds,11,0,11,5.95,1.99,1.27,5.06,1.25,3.73,0.72,0.8
20.0,Red,Pulses,11,9,32,6.59,0.56,3.64,4.45,1.12,2.47,1.19,0.68
33.85,Loamy,Tobacco,5,12,29,6.1,1.77,1.31,2.89,1.87,4.35,1.06,0.28
61.93,Black,Ground Nuts,13,17,9,6.37,1.17,2.8,5.21,1.42,3.68,0.84,0.63
38.81,Sandy,Tobacco,25,0,28,5.83,1.72,3.0,4.75,0.94,4.52,0.21,0.63
39.17,Red,Barley,23,4,17,6.48,1.71,1.48,5.95,1.35,2.06,0.5,0.77
37.92,Clayey,Pulses,9,12,33,6.73,1.87,1.32,4.94,1.99,2.83,0.62,0.46
29.29,Red,Cotton,17,3,9,6.85,0.88,3.24,4.8,1.77,1.9,0.85,0.89
31.92,Loamy,Tobacco,19,2,40,6.93,1.92,2.2,4.26,0.92,2.25,0.6,0.7
53.66,Black,Pulses,8,14,14,7.22,0.64,1.48,4.35,1.93,2.88,1.03,0.23
56.9,Loamy,Barley,13,11,10,6.17,0.53,3.18,6.32,1.97,4.63,0.86,0.77
44.34,Black,Paddy,13,5,24,6.0,1.09,3.41,3.05,0.85,3.45,0.55,0.93
28.02,Black,Oil seeds,9,12,28,7.25,1.73,2.73,4.28,1.84,2.66,0.98,0.75
54.29,Loamy,Sugarcane,17,0,38,6.07,1.16,1.62,5.12,1.82,4.11,0.5,0.5
39.1,Sandy,Wheat,19,2,14,7.46,1.73,1.24,4.23,0.56,1.57,0.26,0.67
56.71,Clayey,Oil seeds,14,2,34,7.23,1.57,3.02,3.63,1.5,2.8,0.37,0.34
44.18,Loamy,Wheat,40,0,2,6.65,0.74,2.63,3.65,0.96,3.6,0.2,0.68
53.95,Loamy,Sugarcane,34,0,2,7.47,1.92,2.89,3.43,1.51,3.54,1.03,0.6
50.93,Red,Ground Nuts,8,0,32,5.97,0.5,3.31,3.88,1.87,3.63,0.83,0.22
44.33,Clayey,Sugarcane,9,4,31,6.32,1.84,2.33,5.99,1.25,2.24,0.77,0.46
53.96,Black,Sugarcane,6,0,10,6.88,0.89,1.52,4.52,1.12,2.68,0.86,0.35
24.58,Clayey,Sugarcane,44,4,0,6.4,1.2,3.64,3.46,1.88,4.76,0.85,0.51
21.4,Black,Paddy,9,17,17,7.38,1.08,2.62,4.04,1.96,4.91,0.77,0.39
61.0,Loamy,Oil seeds,10,0,8,5.91,0.67,2.8,2.92,0.59,2.59,1.04,0.87
53.19,Black,Wheat,14,3,33,6.73,0.97,3.63,6.12,1.88,3.76,0.64,0.76
52.45,Red,Wheat,8,12,33,6.8,0.71,3.62,4.13,0.62,2.34,1.0,0.79
39.7,Clayey,Oil seeds,35,3,0,6.91,0.73,2.69,6.42,1.01,2.79,0.99,0.49
27.14,Sandy,Wheat,10,0,42,6.23,0.7,1.97,3.89,1.64,4.27,0.4,0.2
54.31,Black,Wheat,6,23,18,6.42,1.18,3.79,5.85,1.67,3.25,0.65,0.38
45.77,Red,Barley,19,1,18,7.23,1.68,2.97,3.53,1.59,4.47,1.03,0.8
34.16,Sandy,Oil seeds,13,1,31,6.13,1.31,2.26,2.8,0.56,3.7,1.03,0.68
68.37,Red,Oil seeds,4,11,25,7.21,1.83,2.66,2.63,0.7,3.7,0.22,0.63
47.62,Clayey,Tobacco,35,0,3,6.76,1.42,2.28,4.92,1.9,1.62,0.42,0.42
49.05,Clayey,Cotton,4,10,37,7.1,1.5,3.51,3.75,0.62,4.12,0.62,0.26
65.05,Black,Tobacco,17,4,40,7.01,1.47,2.45,4.27,0.62,4.92,0.25,0.83
47.36,Loamy,Paddy,11,1,31,6.15,1.12,3.34,5.77,1.75,3.16,0.46,0.23
55.13,Sandy,Cotton,16,0,10,6.77,1.5,3.38,3.49,1.46,2.06,0.46,0.25
55.06,Clayey,Sugarcane,20,0,20,7.28,0.51,3.34,3.73,1.03,4.92,0.41,0.44
33.63,Sandy,Wheat,16,1,43,6.53,1.78,3.08,5.88,0.75,2.52,0.6,0.66
29.47,Black,Millets,37,0,0,7.44,1.64,3.42,4.47,1.83,2.93,1.01,0.99
40.97,Black,Maize,22,3,19,6.57,0.79,2.21,5.81,1.98,1.77,0.44,0.27
29.3,Clayey,Sugarcane,10,9,31,6.04,1.63,1.5,4.0,0.57,1.89,0.78,0.58
61.75,Red,Barley,13,1,40,6.46,0.42,3.39,4.09,1.33,2.26,0.76,0.68
45.94,Clayey,Cotton,15,9,12,7.42,0.75,2.5,3.17,0.89,3.42,1.02,0.86
33.65,Sandy,Sugarcane,17,0,14,6.34,0.5,1.53,6.17,1.75,3.45,0.59,0.75
44.87,Sandy,Wheat,20,0,17,7.28,1.65,1.5,6.09,1.02,3.62,0.42,0.85
62.88,Black,Paddy,11,0,11,7.3,1.61,1.61,6.44,1.57,3.54,1.09,0.62
42.77,Loamy,Oil seeds,41,3,1,6.4,1.7,3.15,4.11,1.31,3.23,1.03,0.55
29.62,Loamy,Maize,35,0,0,5.94,0.41,3.05,5.77,1.31,4.31,0.82,0.69
41.72,Red,Pulses,16,0,9,7.03,1.2,1.73,4.16,1.79,4.77,0.29,0.92
33.27,Red,Barley,7,10,17,6.33,1.53,3.4,4.32,1.21,2.44,0.22,0.64
45.76,Sandy,Wheat,8,9,13,7.13,0.65,1.93,5.82,1.77,1.96,0.38,0.68
59.81,Black,Sugarcane,7,10,28,6.55,1.44,3.26,3.21,1.05,2.99,0.4,0.47
37.64,Sandy,Wheat,19,1,28,6.62,0.53,2.47,3.38,0.76,1.59,0.34,0.68
44.88,Red,Maize,17,0,31,7.12,0.69,3.1,3.76,1.18,4.59,0.46,0.7
48.51,Loamy,Sugarcane,18,4,21,6.45,1.16,2.19,5.65,1.25,2.34,0.54,0.8
35.11,Loamy,Millets,41,0,3,6.55,1.45,2.1,3.99,1.22,3.42,0.95,0.66
29.67,Loamy,Oil seeds,15,12,16,6.44,0.63,3.39,3.93,1.71,1.9,0.91,0.36
45.65,Red,Ground Nuts,37,2,0,6.42,0.7,1.29,6.5,1.35,3.44,0.3,0.67
34.13,Loamy,Ground Nuts,21,0,19,6.69,0.73,3.73,4.04,1.83,1.64,1.18,0.44
39.81,Clayey,Barley,5,16,17,7.17,0.78,2.89,3.49,1.27,4.19,0.95,0.27
66.66,Sandy,Ground Nuts,13,3,6,6.42,0.76,2.32,4.99,0.84,4.84,0.36,0.86
57.35,Loamy,Oil seeds,13,15,9,6.69,1.03,2.83,5.71,0.69,2.57,0.32,0.25
27.33,Red,Cotton,43,0,0,6.94,1.45,1.52,2.78,1.8,2.4,0.29,0.71
35.19,Loamy,Ground Nuts,13,13,20,6.26,1.1,2.54,4.98,0.58,3.07,0.93,0.99
36.23,Black,Barley,39,0,2,6.27,1.64,3.76,2.64,0.68,3.67,0.44,0.27
62.06,Red,Tobacco,27,0,17,7.39,1.55,1.81,4.61,0.6,2.16,0.27,0.38
34.63,Sandy,Tobacco,21,0,19,7.03,0.6,3.08,3.53,1.14,4.31,0.62,0.81
65.2,Loamy,Wheat,5,0,8,6.78,0.48,2.33,3.73,1.3,2.19,0.91,0.28
23.72,Black,Maize,17,18,18,6.9,1.8,2.9,4.37,0.53,1.52,0.5,0.87
54.89,Clayey,Sugarcane,7,8,30,5.85,0.53,1.73,6.21,1.27,3.33,0.68,0.2
28.58,Loamy,Wheat,3,12,29,6.85,0.64,2.42,5.34,1.09,1.9,0.39,0.91
20.0,Black,Cotton,13,0,36,6.67,0.44,3.75,6.25,1.66,3.94,0.63,0.25
53.62,Red,Wheat,9,11,26,6.73,1.41,1.71,5.14,1.74,2.09,0.56,0.94
45.59,Red,Paddy,24,0,19,6.41,1.33,2.85,2.53,1.53,4.36,0.63,0.89
61.72,Clayey,Millets,5,6,31,5.94,1.98,2.7,3.56,1.21,3.15,0.67,0.63
30.02,Loamy,Millets,14,4,39,6.13,1.82,2.67,6.12,0.82,3.48,0.29,0.82
41.8,Black,Oil seeds,7,0,46,7.42,1.06,2.8,5.07,1.77,2.15,0.29,0.26
30.72,Sandy,Oil seeds,42,0,2,6.49,0.99,2.51,6.43,1.01,2.01,0.46,0.31
51.32,Black,Maize,39,0,0,6.59,0.87,1.24,3.12,1.03,3.71,0.32,0.5
32.03,Black,Pulses,10,13,19,5.89,0.64,3.54,3.69,1.87,2.39,0.45,0.63
30.89,Sandy,Sugarcane,12,0,15,5.86,0.62,3.35,3.95,1.96,2.85,0.22,0.89
39.37,Black,Millets,3,14,15,7.02,0.61,1.65,3.81,1.85,3.18,0.55,0.63
33.41,Clayey,Barley,38,3,0,6.71,0.58,2.27,3.51,2.0,2.3,0.41,0.73
26.57,Red,Sugarcane,15,0,37,6.66,0.78,3.2,4.27,1.8,4.28,1.09,0.74
45.72,Loamy,Oil seeds,21,0,23,6.21,0.89,3.75,5.07,1.56,4.79,1.06,0.9
25.68,Black,Oil seeds,41,4,0,7.07,1.94,3.67,3.75,0.94,3.01,0.5,0.82
20.23,Clayey,Maize,15,3,8,6.09,1.33,3.54,2.82,1.93,4.71,0.68,0.98
28.71,Red,Paddy,16,0,34,6.12,1.98,1.61,5.33,1.81,4.59,1.16,0.22
32.46,Clayey,Maize,18,4,17,6.58,1.0,3.58,4.34,0.86,2.08,0.72,0.37
54.17,Black,Oil seeds,13,0,18,6.29,1.13,3.48,4.73,1.23,2.11,1.05,0.94
42.21,Loamy,Tobacco,10,0,33,6.22,0.92,2.18,4.32,0.61,3.17,1.03,0.83
46.13,Loamy,Millets,10,3,31,6.9,0.69,2.23,6.06,1.93,3.34,1.14,0.41
32.53,Loamy,Paddy,43,0,0,6.91,0.63,2.4,4.73,1.36,2.69,0.51,0.98
29.57,Red,Barley,13,0,40,7.2,1.91,2.91,6.19,0.87,2.6,0.24,0.9
52.09,Loamy,Barley,41,0,4,6.51,1.98,1.88,4.54,0.94,3.01,0.3,0.25
45.39,Clayey,Pulses,42,0,0,5.92,0.47,1.26,3.67,1.97,3.92,0.77,0.85
42.24,Red,Maize,12,3,25,6.27,0.64,1.57,3.92,1.42,1.8,0.73,0.83
38.57,Sandy,Wheat,3,19,14,7.47,1.08,2.34,4.59,1.13,3.99,0.5,0.38
38.08,Red,Maize,10,3,13,6.81,0.7,1.93,4.62,1.25,4.74,0.45,0.74
36.18,Red,Barley,16,0,41,7.01,0.98,3.19,5.25,0.65,4.17,0.91,0.98
29.33,Clayey,Maize,10,7,26,5.81,0.61,1.48,3.4,0.61,2.17,0.54,0.74
22.19,Sandy,Millets,12,0,44,6.68,1.13,3.59,5.14,1.39,1.81,0.8,0.85
35.46,Loamy,Wheat,14,0,41,5.86,0.83,3.53,5.61,1.27,3.22,0.91,0.28
40.73,Loamy,Paddy,19,4,20,6.77,0.96,3.56,5.21,1.04,4.85,0.63,0.78
34.73,Clayey,Pulses,13,4,37,7.37,0.55,3.12,4.43,1.35,4.37,0.39,0.36
45.25,Clayey,Oil seeds,2,10,32,7.45,1.09,1.48,6.47,0.61,3.47,1.06,0.26
69.67,Black,Sugarcane,7,0,37,6.72,1.97,2.34,4.12,1.92,2.0,0.29,0.64
23.34,Red,Sugarcane,11,0,42,6.58,0.93,1.54,2.93,0.94,4.0,1.03,0.8
47.37,Clayey,Wheat,40,0,4,7.41,1.8,3.77,5.79,0.61,4.35,1.04,0.64
44.97,Black,Tobacco,21,3,16,6.95,1.75,2.07,3.35,0.75,4.77,0.77,0.95
50.89,Red,Tobacco,17,0,34,5.91,1.92,2.72,5.35,0.64,3.64,0.83,0.76
25.02,Red,Pulses,16,2,16,6.59,1.66,3.23,3.22,0.77,3.3,0.56,0.29
57.89,Loamy,Oil seeds,26,0,20,6.21,1.46,3.59,2.57,1.13,3.67,1.04,0.95
49.08,Clayey,Millets,38,0,1,6.6,1.77,3.16,3.14,1.61,4.8,0.46,0.32
56.54,Black,Tobacco,4,0,15,6.57,0.52,2.95,4.01,0.91,3.7,0.76,0.81
39.71,Black,Maize,10,3,28,6.79,1.14,2.41,2.93,1.15,2.4,0.2,0.32
60.29,Clayey,Millets,39,0,0,6.41,1.98,2.77,3.29,1.89,3.73,1.14,1.0
40.33,Red,Sugarcane,2,9,32,6.08,1.63,1.44,5.56,0.94,4.58,1.15,0.47
31.32,Loamy,Pulses,42,0,0,6.66,1.94,3.5,5.58,1.69,3.48,0.91,0.6
37.97,Sandy,Sugarcane,3,20,21,7.21,1.65,2.61,5.77,0.74,3.26,0.62,0.57
49.64,Clayey,Barley,21,0,23,6.93,1.8,1.3,5.86,0.77,4.07,0.38,0.28
41.5,Loamy,Paddy,26,0,15,6.38,1.53,3.59,4.18,1.18,3.81,0.69,0.6
48.05,Clayey,Millets,18,0,28,7.39,1.62,2.47,5.97,0.85,1.7,0.99,0.32
45.77,Sandy,Maize,37,0,2,7.35,1.24,3.46,4.6,1.85,4.04,0.81,0.84
